,TEMP_MAX,TEMP_MIN,PRECIP
1992-12-11,-3.32,-8.77,1.59
1992-12-12,-1.99,-12.37,0.37
1992-12-13,-1.76,-16.39,1.20
1992-12-14,-0.36,-6.41,1.60
1992-12-15,-5.15,-11.77,0.10
1992-12-16,-8.56,-16.24,2.89
1992-12-17,-5.18,-11.39,0.80
1992-12-18,-7.95,-21.63,4.73
1992-12-19,-10.78,-20.06,8.79
1992-12-20,-5.41,-13.80,2.48
1992-12-21,-4.50,-11.93,4.99
1992-12-22,0.05,-9.34,7.25
1992-12-23,0.90,-4.54,0.38
1992-12-24,0.83,-8.33,0.00
1992-12-25,-5.92,-16.63,4.65
1992-12-26,-3.95,-9.45,7.39
1992-12-27,-5.81,-13.59,3.17
1992-12-28,-9.01,-13.93,3.90
1992-12-29,-14.14,-17.15,1.85
1992-12-30,-13.75,-21.22,0.10
1992-12-31,-14.03,-25.52,0.09
1993-01-01,-12.83,-22.27,0.00
1993-01-02,-12.42,-26.09,3.96
1993-01-03,-9.45,-15.91,12.30
1993-01-04,-7.81,-14.45,0.31
1993-01-05,-12.33,-20.20,0.01
1993-01-06,-14.84,-29.60,0.00
1993-01-07,-13.52,-29.13,0.00
1993-01-08,-8.80,-18.97,0.19
1993-01-09,-9.47,-20.61,0.00
1993-01-10,-10.88,-25.08,0.00
1993-01-11,-10.88,-24.23,0.42
1993-01-12,-10.22,-23.33,0.19
1993-01-13,-9.61,-25.31,0.00
1993-01-14,-5.17,-14.18,0.82
1993-01-15,-4.20,-9.15,0.60
1993-01-16,-2.78,-11.93,0.00
1993-01-17,-5.48,-15.89,0.00
1993-01-18,-6.70,-20.07,0.00
1993-01-19,-3.10,-15.24,6.17
1993-01-20,2.50,-6.30,1.27
1993-01-21,1.68,-8.17,0.18
1993-01-22,-1.55,-13.32,0.10
1993-01-23,-5.62,-18.83,3.62
1993-01-24,-2.85,-9.76,1.60
1993-01-25,-0.28,-5.76,1.03
1993-01-26,0.79,-3.90,3.58
1993-01-27,1.44,-0.42,4.70
1993-01-28,0.90,-0.69,3.03
1993-01-29,0.25,-1.35,0.14
1993-01-30,1.72,-3.02,0.00
1993-01-31,0.15,-2.42,0.00
1993-02-01,1.11,-4.11,0.00
1993-02-02,0.06,-2.47,0.00
1993-02-03,1.49,-5.13,0.00
1993-02-04,1.56,-7.68,0.00
1993-02-05,2.54,-8.26,0.13
1993-02-06,1.87,-7.55,0.00
1993-02-07,1.16,-4.82,0.00
1993-02-08,5.29,-6.68,0.63
1993-02-09,1.37,-4.35,2.12
1993-02-10,3.56,-0.70,0.12
1993-02-11,4.38,-1.56,0.00
1993-02-12,2.60,-1.69,0.00
1993-02-13,5.06,-5.10,0.09
1993-02-14,0.47,-9.13,0.70
1993-02-15,-4.22,-17.84,0.00
1993-02-16,-5.22,-22.24,0.00
1993-02-17,-4.62,-23.79,0.00
1993-02-18,-5.10,-24.06,0.00
1993-02-19,-5.88,-16.20,9.13
1993-02-20,-4.14,-8.68,13.12
1993-02-21,-3.75,-10.91,2.02
1993-02-22,-2.64,-14.80,0.02
1993-02-23,-5.88,-20.94,0.00
1993-02-24,-2.60,-23.42,0.00
1993-02-25,-2.04,-24.82,0.00
1993-02-26,-0.33,-23.39,0.00
1993-02-27,1.57,-13.25,0.00
1993-02-28,4.66,-11.80,0.00
1993-03-01,2.54,-11.10,0.20
1993-03-02,3.66,-7.41,0.00
1993-03-03,4.00,-7.27,0.20
1993-03-04,4.81,-3.87,0.12
1993-03-05,5.45,-1.00,0.65
1993-03-06,8.34,0.23,0.00
1993-03-07,7.63,-1.60,0.00
1993-03-08,5.23,-1.96,0.54
1993-03-09,5.73,-10.78,0.00
1993-03-10,4.29,-12.31,0.00
1993-03-11,5.00,-13.08,0.00
1993-03-12,4.97,-10.73,0.00
1993-03-13,6.29,-13.30,0.22
1993-03-14,2.50,-5.75,4.08
1993-03-15,1.48,-2.26,0.14
1993-03-16,3.11,-12.50,0.41
1993-03-17,2.72,-4.43,0.68
1993-03-18,6.48,-0.62,0.02
1993-03-19,5.21,-8.40,0.37
1993-03-20,4.79,-2.42,0.72
1993-03-21,8.62,-4.01,0.02
1993-03-22,8.13,0.58,2.63
1993-03-23,10.50,1.76,0.29
1993-03-24,7.38,-6.08,0.00
1993-03-25,8.34,-6.18,0.00
1993-03-26,8.33,-4.56,0.00
1993-03-27,9.73,-6.08,0.00
1993-03-28,9.16,-5.15,0.00
1993-03-29,8.00,-4.81,0.00
1993-03-30,6.78,-5.35,0.26
1993-03-31,10.19,-2.82,0.00
1993-04-01,13.13,-0.62,2.20
1993-04-02,9.00,1.53,3.08
1993-04-03,8.89,0.94,10.22
1993-04-04,6.75,-2.60,0.87
1993-04-05,8.68,-3.30,0.00
1993-04-06,8.48,-6.10,0.46
1993-04-07,9.29,0.47,1.92
1993-04-08,7.34,2.38,1.99
1993-04-09,10.50,0.20,5.29
1993-04-10,8.11,-1.66,9.26
1993-04-11,7.81,-0.04,0.81
1993-04-12,9.63,-0.28,0.05
1993-04-13,7.70,-3.49,0.40
1993-04-14,10.25,0.55,0.11
1993-04-15,8.78,-2.91,2.20
1993-04-16,10.69,1.03,0.42
1993-04-17,7.86,-1.01,5.24
1993-04-18,9.21,1.52,0.41
1993-04-19,7.77,-0.11,0.00
1993-04-20,12.44,-3.61,0.01
1993-04-21,13.07,0.26,2.17
1993-04-22,10.88,1.02,3.86
1993-04-23,11.25,0.28,1.04
1993-04-24,11.26,1.94,2.84
1993-04-25,9.42,1.80,4.36
1993-04-26,10.11,-0.34,0.60
1993-04-27,10.89,0.54,0.00
1993-04-28,7.59,-2.33,0.33
1993-04-29,11.08,1.87,0.22
1993-04-30,10.60,1.32,0.12
1993-05-01,11.76,4.73,6.88
1993-05-02,13.54,0.06,0.00
1993-05-03,12.17,-2.19,5.27
1993-05-04,20.12,3.76,0.01
1993-05-05,22.04,0.83,0.00
1993-05-06,20.64,6.93,8.92
1993-05-07,12.60,-1.42,0.70
1993-05-08,14.54,0.37,0.00
1993-05-09,15.30,0.40,1.89
1993-05-10,24.11,6.33,0.05
1993-05-11,29.83,3.79,0.00
1993-05-12,31.74,4.81,0.00
1993-05-13,31.19,5.36,0.00
1993-05-14,27.49,6.51,0.01
1993-05-15,26.33,5.42,0.00
1993-05-16,26.20,4.92,0.00
1993-05-17,27.17,2.16,0.00
1993-05-18,28.57,3.18,0.00
1993-05-19,27.46,5.09,1.69
1993-05-20,22.44,7.26,1.82
1993-05-21,17.68,8.53,2.05
1993-05-22,18.25,4.46,0.49
1993-05-23,20.44,0.05,0.55
1993-05-24,24.62,0.73,0.00
1993-05-25,26.18,2.36,0.00
1993-05-26,25.88,4.88,0.00
1993-05-27,27.50,4.69,1.44
1993-05-28,25.36,8.03,14.20
1993-05-29,20.95,9.99,1.53
1993-05-30,18.46,3.06,0.12
1993-05-31,19.26,6.67,3.40
1993-06-01,18.95,9.23,1.87
1993-06-02,18.88,7.53,12.24
1993-06-03,20.10,8.03,6.74
1993-06-04,19.81,8.02,0.07
1993-06-05,23.58,6.46,0.00
1993-06-06,24.62,2.71,0.27
1993-06-07,13.78,10.45,0.55
1993-06-08,18.32,8.15,0.02
1993-06-09,15.20,8.31,5.20
1993-06-10,16.90,2.53,22.23
1993-06-11,13.46,4.12,3.47
1993-06-12,15.57,2.83,3.99
1993-06-13,20.66,1.76,0.01
1993-06-14,18.77,8.13,1.83
1993-06-15,18.77,9.56,3.86
1993-06-16,21.69,9.40,3.58
1993-06-17,25.17,8.76,0.00
1993-06-18,26.11,9.65,0.00
1993-06-19,25.22,7.95,0.00
1993-06-20,26.66,2.74,0.00
1993-06-21,19.90,6.69,17.15
1993-06-22,15.24,3.95,0.03
1993-06-23,13.72,2.12,0.17
1993-06-24,22.06,7.68,0.00
1993-06-25,24.94,5.49,0.00
1993-06-26,25.61,5.57,8.40
1993-06-27,18.98,8.46,1.60
1993-06-28,18.98,3.52,1.09
1993-06-29,20.77,8.34,0.00
1993-06-30,20.73,1.44,0.55
1993-07-01,20.72,2.22,15.08
1993-07-02,18.26,8.55,5.46
1993-07-03,21.75,12.07,18.10
1993-07-04,19.46,7.90,1.12
1993-07-05,19.47,6.40,5.95
1993-07-06,19.84,3.04,2.38
1993-07-07,21.71,3.52,0.26
1993-07-08,19.70,5.65,6.40
1993-07-09,18.08,9.56,5.50
1993-07-10,15.72,8.39,4.27
1993-07-11,13.55,9.44,7.69
1993-07-12,18.23,8.71,1.81
1993-07-13,18.92,5.25,0.55
1993-07-14,18.18,6.21,1.49
1993-07-15,20.65,3.59,5.38
1993-07-16,16.93,8.86,4.38
1993-07-17,19.93,5.72,0.80
1993-07-18,18.92,9.25,1.59
1993-07-19,21.85,6.11,2.53
1993-07-20,14.55,9.31,23.02
1993-07-21,19.16,9.73,0.95
1993-07-22,18.31,8.74,1.68
1993-07-23,21.48,10.51,0.44
1993-07-24,19.90,9.20,11.35
1993-07-25,22.07,9.43,0.01
1993-07-26,24.73,7.00,0.02
1993-07-27,24.89,5.64,0.09
1993-07-28,26.84,11.31,12.87
1993-07-29,19.49,9.85,2.42
1993-07-30,20.30,5.07,0.03
1993-07-31,23.21,4.51,0.00
1993-08-01,25.01,4.00,0.00
1993-08-02,26.58,5.62,0.00
1993-08-03,28.18,5.58,0.00
1993-08-04,26.53,9.22,1.22
1993-08-05,28.17,6.35,0.04
1993-08-06,29.00,7.08,0.00
1993-08-07,26.11,6.75,0.00
1993-08-08,26.84,4.13,0.00
1993-08-09,24.53,5.12,0.00
1993-08-10,22.89,5.99,1.02
1993-08-11,23.06,8.76,0.06
1993-08-12,25.24,0.84,0.00
1993-08-13,25.41,3.23,1.93
1993-08-14,22.00,8.40,2.69
1993-08-15,15.15,11.01,15.26
1993-08-16,21.00,10.89,0.74
1993-08-17,23.32,12.34,0.00
1993-08-18,24.58,10.03,0.00
1993-08-19,27.72,7.53,0.00
1993-08-20,28.68,8.04,0.26
1993-08-21,24.61,11.62,0.04
1993-08-22,24.36,4.91,0.89
1993-08-23,19.65,7.14,0.18
1993-08-24,16.63,1.75,0.09
1993-08-25,16.14,4.65,0.02
1993-08-26,20.94,1.63,0.00
1993-08-27,18.71,9.15,4.57
1993-08-28,14.34,6.12,2.61
1993-08-29,20.28,1.13,0.48
1993-08-30,22.36,0.26,0.05
1993-08-31,22.09,1.91,0.02
1993-09-01,23.86,6.47,0.00
1993-09-02,26.27,8.81,0.00
1993-09-03,28.21,3.58,0.00
1993-09-04,27.35,4.84,0.00
1993-09-05,25.16,2.29,0.00
1993-09-06,26.33,1.88,0.00
1993-09-07,27.87,1.98,0.00
1993-09-08,28.80,2.76,0.00
1993-09-09,27.86,1.95,0.00
1993-09-10,28.38,3.05,0.00
1993-09-11,18.62,4.55,1.34
1993-09-12,15.65,1.97,0.00
1993-09-13,18.88,-3.32,0.04
1993-09-14,13.39,4.05,1.16
1993-09-15,15.81,5.36,0.07
1993-09-16,18.45,2.70,0.00
1993-09-17,19.57,-2.62,0.00
1993-09-18,18.55,-3.13,1.68
1993-09-19,14.66,5.11,14.92
1993-09-20,8.37,2.53,3.74
1993-09-21,15.31,-0.57,0.00
1993-09-22,18.30,-3.43,0.00
1993-09-23,21.26,-3.36,0.14
1993-09-24,12.09,-2.12,0.36
1993-09-25,17.97,-3.11,0.00
1993-09-26,21.70,-2.87,0.00
1993-09-27,24.06,-0.99,0.00
1993-09-28,21.91,1.62,0.00
1993-09-29,24.55,-1.01,0.00
1993-09-30,19.68,3.14,0.00
1993-10-01,20.69,-2.37,0.00
1993-10-02,23.96,-1.25,0.00
1993-10-03,23.88,-1.15,0.00
1993-10-04,23.26,0.30,0.00
1993-10-05,23.08,-1.19,0.34
1993-10-06,15.51,7.39,9.45
1993-10-07,9.20,2.37,0.29
1993-10-08,14.33,4.85,0.00
1993-10-09,15.16,-1.96,0.00
1993-10-10,16.38,-5.12,0.00
1993-10-11,16.55,-4.26,0.00
1993-10-12,16.94,0.72,0.04
1993-10-13,11.47,4.21,4.77
1993-10-14,13.32,6.80,7.37
1993-10-15,11.77,4.57,1.57
1993-10-16,12.41,2.83,0.00
1993-10-17,13.49,-3.45,0.00
1993-10-18,8.50,-4.37,1.81
1993-10-19,9.63,-2.87,0.05
1993-10-20,10.91,-6.63,0.00
1993-10-21,13.52,0.58,0.00
1993-10-22,10.83,-1.96,1.13
1993-10-23,11.27,0.50,2.86
1993-10-24,11.58,0.27,0.03
1993-10-25,12.56,-3.71,0.00
1993-10-26,8.82,-4.91,0.00
1993-10-27,7.61,-3.81,0.38
1993-10-28,11.82,-1.89,0.00
1993-10-29,10.14,-5.76,0.00
1993-10-30,5.54,-2.52,0.33
1993-10-31,5.31,0.18,2.58
1993-11-01,6.56,-6.08,0.73
1993-11-02,5.11,-1.31,0.33
1993-11-03,9.02,-2.43,0.47
1993-11-04,4.69,-3.11,0.00
1993-11-05,4.23,-9.25,0.89
1993-11-06,1.80,-7.81,0.59
1993-11-07,3.95,-3.34,0.00
1993-11-08,6.23,-4.20,0.00
1993-11-09,2.97,-8.48,0.00
1993-11-10,5.01,-7.98,0.00
1993-11-11,4.02,-9.38,0.00
1993-11-12,5.55,-7.64,0.38
1993-11-13,5.69,-5.67,0.01
1993-11-14,4.49,-10.43,0.00
1993-11-15,8.04,-0.53,0.22
1993-11-16,0.98,-8.90,0.00
1993-11-17,1.54,-7.85,0.34
1993-11-18,2.80,-6.97,0.00
1993-11-19,0.36,-10.35,0.00
1993-11-20,4.15,-6.08,0.05
1993-11-21,-1.13,-4.83,0.16
1993-11-22,-11.24,-15.03,0.00
1993-11-23,-10.48,-18.72,0.00
1993-11-24,-9.08,-23.33,0.00
1993-11-25,-8.48,-22.64,0.85
1993-11-26,-8.13,-20.07,0.00
1993-11-27,0.05,-8.97,10.57
1993-11-28,-2.55,-8.82,3.57
1993-11-29,0.17,-5.59,0.50
1993-11-30,0.48,-3.02,3.14
1993-12-01,0.76,-4.36,7.50
1993-12-02,1.07,-4.84,4.63
1993-12-03,4.33,-5.82,0.62
1993-12-04,3.22,-4.08,0.16
1993-12-05,-3.59,-15.12,0.00
1993-12-06,-4.14,-17.43,1.23
1993-12-07,-2.84,-13.49,6.01
1993-12-08,0.07,-6.20,4.54
1993-12-09,5.16,-9.08,3.00
1993-12-10,6.72,-3.67,3.10
1993-12-11,3.79,-1.03,2.81
1993-12-12,2.31,-5.07,0.17
1993-12-13,0.98,-3.86,4.47
1993-12-14,1.84,-2.12,0.16
1993-12-15,1.89,-2.55,0.00
1993-12-16,-2.28,-6.19,0.00
1993-12-17,-4.82,-7.54,0.00
1993-12-18,-0.03,-7.95,0.00
1993-12-19,-2.01,-7.33,0.68
1993-12-20,-1.02,-4.82,0.00
1993-12-21,-1.25,-13.14,5.06
1993-12-22,-1.07,-12.61,0.13
1993-12-23,-3.75,-13.82,0.00
1993-12-24,-3.69,-9.31,0.00
1993-12-25,-4.69,-9.60,0.00
1993-12-26,-3.27,-13.20,0.00
1993-12-27,-1.39,-11.84,0.00
1993-12-28,-3.62,-12.14,2.57
1993-12-29,2.63,-2.84,1.65
1993-12-30,-1.61,-5.40,12.47
1993-12-31,-1.25,-4.14,2.11
1994-01-01,1.24,-4.16,0.20
1994-01-02,0.89,-5.19,0.82
1994-01-03,0.39,-9.26,8.21
1994-01-04,2.37,-5.22,3.88
1994-01-05,0.72,-3.12,0.73
1994-01-06,-2.78,-11.76,1.11
1994-01-07,-2.85,-11.20,4.10
1994-01-08,-0.24,-6.04,0.71
1994-01-09,1.34,-3.56,0.45
1994-01-10,-1.08,-5.86,1.47
1994-01-11,2.02,-4.68,1.01
1994-01-12,2.43,-2.10,1.05
1994-01-13,4.00,-4.52,0.14
1994-01-14,2.12,-0.50,0.00
1994-01-15,4.76,-1.83,0.75
1994-01-16,4.74,-2.13,1.32
1994-01-17,2.27,-2.26,0.00
1994-01-18,3.02,-1.73,0.10
1994-01-19,3.65,-2.15,0.00
1994-01-20,-0.10,-9.31,0.00
1994-01-21,-0.05,-8.14,0.00
1994-01-22,0.96,-5.06,0.26
1994-01-23,3.65,-1.46,1.00
1994-01-24,3.68,-0.99,0.14
1994-01-25,4.60,-5.97,0.00
1994-01-26,2.74,-2.81,0.00
1994-01-27,2.81,-5.92,0.00
1994-01-28,4.15,-5.01,0.02
1994-01-29,3.30,-5.85,0.23
1994-01-30,1.31,-13.11,0.00
1994-01-31,2.34,-13.06,0.00
1994-02-01,0.21,-14.09,0.00
1994-02-02,-0.36,-13.62,0.00
1994-02-03,-0.21,-4.76,0.00
1994-02-04,0.15,-14.45,0.00
1994-02-05,-3.86,-14.37,0.38
1994-02-06,-6.74,-9.60,0.23
1994-02-07,-9.69,-17.71,0.00
1994-02-08,-9.23,-25.54,7.05
1994-02-09,-5.00,-21.25,2.83
1994-02-10,0.38,-17.56,0.72
1994-02-11,-1.42,-15.04,0.93
1994-02-12,2.50,-11.26,0.00
1994-02-13,1.16,-3.55,3.41
1994-02-14,1.30,-9.05,0.66
1994-02-15,4.58,-5.27,2.77
1994-02-16,3.75,-0.14,1.49
1994-02-17,2.16,-1.06,10.51
1994-02-18,2.77,-0.80,1.99
1994-02-19,2.01,-5.73,1.46
1994-02-20,0.64,-6.69,7.15
1994-02-21,2.45,-3.61,3.36
1994-02-22,-0.29,-7.34,7.18
1994-02-23,0.10,-6.02,2.04
1994-02-24,-8.77,-20.00,6.84
1994-02-25,-3.95,-16.40,1.42
1994-02-26,0.03,-10.49,3.48
1994-02-27,2.63,-5.25,4.29
1994-02-28,2.79,-1.94,1.26
1994-03-01,9.12,-0.71,0.58
1994-03-02,10.70,0.47,0.67
1994-03-03,6.98,-2.27,0.89
1994-03-04,7.30,-0.93,0.45
1994-03-05,2.24,-6.20,0.00
1994-03-06,2.68,-12.45,0.00
1994-03-07,2.48,-10.82,0.00
1994-03-08,6.95,-11.36,0.00
1994-03-09,6.79,-8.07,1.14
1994-03-10,5.09,-3.75,0.29
1994-03-11,10.41,-2.75,0.01
1994-03-12,11.03,-4.28,0.00
1994-03-13,11.86,-1.00,0.29
1994-03-14,11.23,0.24,0.01
1994-03-15,12.43,-3.84,0.46
1994-03-16,8.27,-3.52,1.04
1994-03-17,5.75,-4.11,4.50
1994-03-18,3.23,-1.38,3.61
1994-03-19,3.88,-10.43,0.32
1994-03-20,3.02,-6.48,4.14
1994-03-21,3.56,-4.35,0.36
1994-03-22,3.42,-11.09,0.00
1994-03-23,3.27,-11.14,0.00
1994-03-24,7.14,-11.15,0.00
1994-03-25,10.49,-10.15,0.00
1994-03-26,12.98,-3.53,0.00
1994-03-27,16.92,-2.80,0.00
1994-03-28,16.70,-2.89,0.00
1994-03-29,17.74,-2.69,0.00
1994-03-30,19.33,-2.96,0.00
1994-03-31,20.51,-1.95,0.00
1994-04-01,18.17,-2.13,0.00
1994-04-02,12.36,-1.77,3.63
1994-04-03,8.68,-0.59,1.70
1994-04-04,10.03,1.84,0.30
1994-04-05,8.05,-1.17,0.47
1994-04-06,2.49,-1.72,9.17
1994-04-07,7.76,-1.11,0.57
1994-04-08,7.20,-2.06,5.78
1994-04-09,9.96,-0.91,0.33
1994-04-10,13.67,-0.42,0.00
1994-04-11,13.71,-0.92,0.00
1994-04-12,15.64,2.02,0.00
1994-04-13,9.28,0.78,0.19
1994-04-14,8.47,-2.16,0.04
1994-04-15,11.80,-0.91,0.01
1994-04-16,18.01,2.37,0.00
1994-04-17,18.11,5.20,0.01
1994-04-18,9.69,1.06,1.15
1994-04-19,17.08,4.17,0.28
1994-04-20,18.17,1.61,5.63
1994-04-21,12.71,1.30,6.51
1994-04-22,14.04,-0.20,0.01
1994-04-23,14.83,-0.29,0.00
1994-04-24,15.01,1.14,3.72
1994-04-25,10.12,3.23,0.02
1994-04-26,11.84,2.31,0.27
1994-04-27,13.82,-1.53,0.00
1994-04-28,14.73,-2.06,0.00
1994-04-29,12.47,-0.99,0.08
1994-04-30,5.73,-0.58,13.16
1994-05-01,13.86,3.29,1.30
1994-05-02,12.98,1.55,0.06
1994-05-03,17.23,-1.89,1.64
1994-05-04,13.50,4.06,2.75
1994-05-05,19.61,1.94,0.00
1994-05-06,24.48,4.30,0.00
1994-05-07,24.89,2.93,0.00
1994-05-08,25.69,3.11,0.00
1994-05-09,23.68,3.55,0.00
1994-05-10,20.85,6.24,0.00
1994-05-11,21.92,2.27,6.73
1994-05-12,18.56,7.48,0.74
1994-05-13,16.64,-0.35,0.00
1994-05-14,16.90,-2.27,0.53
1994-05-15,11.61,3.25,3.97
1994-05-16,12.71,4.86,0.90
1994-05-17,17.15,4.19,0.24
1994-05-18,16.37,4.15,9.24
1994-05-19,17.76,2.80,0.89
1994-05-20,15.55,6.94,6.66
1994-05-21,18.54,5.65,0.01
1994-05-22,19.87,-0.02,0.00
1994-05-23,25.02,5.36,0.00
1994-05-24,25.96,5.76,0.00
1994-05-25,21.59,8.10,0.49
1994-05-26,21.13,6.65,0.00
1994-05-27,16.55,1.79,0.00
1994-05-28,11.77,1.27,0.64
1994-05-29,14.26,2.28,1.02
1994-05-30,18.11,-0.47,0.00
1994-05-31,21.87,0.58,3.17
1994-06-01,17.91,8.29,0.00
1994-06-02,20.91,-1.42,0.00
1994-06-03,25.01,2.67,15.66
1994-06-04,13.72,9.44,10.87
1994-06-05,18.41,4.56,8.33
1994-06-06,11.65,7.99,8.79
1994-06-07,14.71,5.37,1.14
1994-06-08,16.14,2.80,0.88
1994-06-09,18.07,3.91,0.00
1994-06-10,21.64,3.34,0.03
1994-06-11,20.97,8.40,0.01
1994-06-12,19.19,6.31,2.17
1994-06-13,14.92,7.24,5.85
1994-06-14,15.35,1.23,0.03
1994-06-15,14.77,3.05,2.94
1994-06-16,15.94,4.49,2.02
1994-06-17,20.10,5.21,1.46
1994-06-18,13.36,4.38,7.48
1994-06-19,20.27,4.47,0.00
1994-06-20,27.98,5.95,0.00
1994-06-21,28.97,5.09,0.00
1994-06-22,30.13,5.72,0.00
1994-06-23,24.31,7.01,4.45
1994-06-24,20.82,7.33,0.01
1994-06-25,23.96,2.94,2.54
1994-06-26,22.60,2.80,0.25
1994-06-27,24.06,1.71,0.00
1994-06-28,27.60,4.01,0.00
1994-06-29,24.02,7.12,0.00
1994-06-30,24.11,2.53,0.21
1994-07-01,19.71,11.25,5.57
1994-07-02,17.53,7.33,0.76
1994-07-03,19.35,4.42,0.01
1994-07-04,20.33,2.94,0.32
1994-07-05,23.65,4.84,0.00
1994-07-06,25.99,4.78,0.00
1994-07-07,29.11,9.88,0.00
1994-07-08,29.53,7.29,0.00
1994-07-09,28.90,3.54,0.00
1994-07-10,27.97,4.08,0.00
1994-07-11,26.62,7.57,0.06
1994-07-12,26.54,4.47,0.00
1994-07-13,28.99,4.06,0.00
1994-07-14,29.29,7.68,0.00
1994-07-15,30.66,12.30,0.00
1994-07-16,30.31,8.09,0.00
1994-07-17,29.86,9.30,0.11
1994-07-18,29.75,10.01,0.10
1994-07-19,30.86,9.87,0.00
1994-07-20,32.01,10.44,0.00
1994-07-21,32.96,11.32,0.00
1994-07-22,33.18,12.27,0.00
1994-07-23,33.87,12.96,0.00
1994-07-24,38.31,20.18,0.00
1994-07-25,33.82,14.30,0.00
1994-07-26,32.79,10.01,0.00
1994-07-27,31.24,5.99,0.00
1994-07-28,31.98,5.53,0.00
1994-07-29,32.53,6.07,0.00
1994-07-30,28.08,6.52,0.00
1994-07-31,30.77,5.55,0.00
1994-08-01,30.81,9.40,0.00
1994-08-02,31.87,5.64,0.00
1994-08-03,28.33,7.25,1.79
1994-08-04,30.49,10.61,0.07
1994-08-05,23.92,10.42,0.00
1994-08-06,22.84,5.40,0.00
1994-08-07,27.21,3.52,9.81
1994-08-08,20.08,9.67,13.55
1994-08-09,21.80,7.62,0.84
1994-08-10,24.38,6.05,0.00
1994-08-11,31.22,8.18,0.00
1994-08-12,31.19,9.56,0.00
1994-08-13,32.48,6.49,0.00
1994-08-14,31.57,8.18,0.00
1994-08-15,25.76,6.60,0.00
1994-08-16,24.08,6.92,0.30
1994-08-17,22.81,5.46,0.00
1994-08-18,24.24,4.18,0.00
1994-08-19,27.47,5.33,0.00
1994-08-20,27.30,4.99,0.00
1994-08-21,21.84,4.47,1.03
1994-08-22,21.28,5.77,0.08
1994-08-23,22.86,1.84,0.00
1994-08-24,22.70,2.07,0.00
1994-08-25,18.69,2.28,6.15
1994-08-26,18.42,6.78,3.10
1994-08-27,22.30,1.03,0.00
1994-08-28,22.35,1.42,3.11
1994-08-29,21.10,6.51,0.11
1994-08-30,24.81,1.89,0.00
1994-08-31,23.23,3.83,3.57
1994-09-01,20.57,8.34,6.37
1994-09-02,22.57,7.20,4.28
1994-09-03,15.50,7.36,8.55
1994-09-04,19.19,7.19,0.40
1994-09-05,23.47,0.54,0.00
1994-09-06,24.44,7.51,0.00
1994-09-07,26.25,3.29,0.00
1994-09-08,25.38,6.49,1.69
1994-09-09,18.93,7.20,0.21
1994-09-10,14.43,3.31,2.76
1994-09-11,16.01,3.43,0.03
1994-09-12,20.46,-1.94,0.00
1994-09-13,23.04,-1.37,0.05
1994-09-14,21.78,7.74,0.00
1994-09-15,25.24,6.84,0.00
1994-09-16,27.22,2.12,0.00
1994-09-17,27.35,2.31,0.00
1994-09-18,28.34,2.11,0.00
1994-09-19,25.19,0.37,0.00
1994-09-20,22.06,2.28,0.00
1994-09-21,23.88,-0.76,0.00
1994-09-22,27.47,-1.11,0.00
1994-09-23,25.60,4.50,0.00
1994-09-24,27.47,-0.74,0.00
1994-09-25,28.53,-0.58,0.00
1994-09-26,24.45,6.55,0.00
1994-09-27,27.48,-0.04,0.00
1994-09-28,25.20,1.51,0.00
1994-09-29,24.90,1.93,0.03
1994-09-30,22.23,4.04,0.42
1994-10-01,18.48,4.17,5.99
1994-10-02,10.64,-1.28,0.03
1994-10-03,16.33,-3.67,0.00
1994-10-04,17.32,-5.20,0.00
1994-10-05,14.90,-6.04,0.00
1994-10-06,16.61,-5.65,0.00
1994-10-07,17.48,-5.24,0.00
1994-10-08,19.53,-3.50,0.04
1994-10-09,12.34,-3.42,0.00
1994-10-10,11.40,-0.99,0.57
1994-10-11,14.29,-4.08,0.00
1994-10-12,13.12,-0.18,0.00
1994-10-13,12.03,1.55,12.73
1994-10-14,8.23,1.49,4.72
1994-10-15,9.08,-3.70,0.09
1994-10-16,12.48,-0.71,0.03
1994-10-17,8.83,-3.73,0.98
1994-10-18,12.53,-3.84,0.00
1994-10-19,10.05,-1.17,0.74
1994-10-20,10.02,1.26,1.90
1994-10-21,10.39,-1.18,0.03
1994-10-22,6.65,-6.70,1.11
1994-10-23,9.39,-1.09,0.08
1994-10-24,10.25,-4.52,0.00
1994-10-25,11.49,-4.60,0.41
1994-10-26,10.96,-0.18,2.24
1994-10-27,11.99,-0.42,0.03
1994-10-28,8.82,2.08,0.00
1994-10-29,7.06,-3.95,2.64
1994-10-30,7.26,-1.15,4.68
1994-10-31,9.52,-0.87,3.63
1994-11-01,1.50,-2.74,1.17
1994-11-02,-0.45,-3.06,0.00
1994-11-03,-0.45,-10.54,5.87
1994-11-04,2.58,-4.26,0.22
1994-11-05,-1.54,-7.65,0.00
1994-11-06,-1.47,-7.31,1.51
1994-11-07,2.03,-5.83,0.01
1994-11-08,2.50,-5.84,0.86
1994-11-09,1.23,-3.80,0.96
1994-11-10,5.19,-1.28,0.02
1994-11-11,1.72,-4.74,1.40
1994-11-12,0.66,-3.66,0.19
1994-11-13,-1.91,-11.66,0.40
1994-11-14,2.90,-7.95,0.47
1994-11-15,0.20,-2.97,6.47
1994-11-16,1.84,-2.83,3.62
1994-11-17,-1.35,-5.17,0.00
1994-11-18,-2.11,-15.48,1.90
1994-11-19,-0.98,-10.00,3.87
1994-11-20,-3.70,-6.03,1.88
